ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
250,2023-12-02 16:35:35,Défaillance logicielle,Chaud ignorer endormir lune chasser parent.,Moyenne,Résolu,Equipe Sécurité
251,2024-01-25 03:21:51,Défaillance logicielle,Esprit front montagne.,Faible,Ouvert,Equipe Réseau
252,2024-06-19 15:26:03,Intrusion,Préférer ville deviner tu vivant jamais.,Élevée,Ouvert,Equipe Support
253,2022-11-11 08:08:23,Intrusion,Il dès écraser.,Élevée,Ouvert,Equipe Réseau
254,2023-12-12 23:45:24,Autre,Poser écrire cas rendre mourir.,Faible,Résolu,Equipe Réseau
255,2022-11-07 19:02:22,Autre,Sang pauvre oreille condamner porte voiture.,Élevée,Ouvert,Equipe Sécurité
256,2024-04-20 10:58:38,Défaillance logicielle,Descendre libre glace vérité barbe cri.,Faible,Résolu,Equipe Réseau
257,2023-11-16 18:16:54,Panne matérielle,Dent année nécessaire.,Élevée,Ouvert,Equipe Sécurité
258,2024-02-23 08:59:37,Défaillance logicielle,Disparaître profiter présence douceur.,Faible,Ouvert,Equipe Sécurité
259,2024-02-09 06:45:32,Défaillance logicielle,Lier enlever servir lourd taille.,Élevée,Ouvert,Equipe Support
260,2023-02-25 13:23:09,Panne matérielle,Mentir obliger près bord image.,Moyenne,Résolu,Equipe Réseau
261,2022-09-12 05:59:43,Autre,Ministre pays ici minute continuer.,Moyenne,Ouvert,Equipe Réseau
262,2023-10-24 06:48:44,Défaillance logicielle,Presser monsieur animal loup.,Élevée,Ouvert,Equipe Réseau
263,2023-03-12 23:41:07,Autre,Combien perte hier dehors.,Moyenne,En cours,Equipe Réseau
264,2024-06-11 08:45:44,Autre,Contenter eau caresser partager.,Faible,Ouvert,Equipe Support
265,2023-07-02 16:43:42,Défaillance logicielle,Donner devant pauvre libre repas.,Élevée,En cours,Equipe Sécurité
266,2024-03-23 02:39:09,Intrusion,Mettre carte plaisir absolu nation.,Élevée,Résolu,Equipe Réseau
267,2023-03-22 09:52:16,Autre,Habiller huit enlever attitude déchirer grain.,Faible,En cours,Equipe Sécurité
268,2023-08-06 17:51:05,Défaillance logicielle,Gris ville tellement enfant.,Faible,Ouvert,Equipe Sécurité
269,2024-08-05 16:56:05,Panne matérielle,Bonheur plein doucement entre côte maintenant.,Moyenne,Ouvert,Equipe Support
270,2024-04-28 15:52:35,Panne matérielle,Surtout ça tôt voix lèvre céder.,Élevée,Ouvert,Equipe Support
271,2023-06-04 17:19:25,Intrusion,Troubler nous conclure agiter.,Moyenne,Ouvert,Equipe Support
272,2023-09-03 09:12:10,Panne matérielle,Argent taille personnage colère demi.,Élevée,Résolu,Equipe Réseau
273,2022-10-28 22:23:48,Panne matérielle,Ouvrir apparaître voyager promener par quinze.,Élevée,En cours,Equipe Réseau
274,2023-04-26 11:04:38,Panne matérielle,Soirée travailler montagne auteur exprimer honte attaquer.,Moyenne,En cours,Equipe Support
275,2024-06-04 00:39:13,Défaillance logicielle,Secret devoir pour longtemps menacer intéresser.,Moyenne,Résolu,Equipe Sécurité
276,2022-12-15 16:10:09,Autre,Maître naissance tout femme.,Élevée,Ouvert,Equipe Support
277,2023-04-24 22:36:13,Défaillance logicielle,Courage preuve juge.,Moyenne,Résolu,Equipe Réseau
278,2023-07-24 16:04:18,Panne matérielle,Goût marquer remonter premier occuper.,Faible,En cours,Equipe Réseau
279,2023-12-05 21:12:20,Panne matérielle,Arme mari fatigue.,Moyenne,Ouvert,Equipe Réseau
280,2024-06-21 01:15:32,Défaillance logicielle,Tout d'autres plutôt courir.,Faible,Résolu,Equipe Sécurité
281,2022-09-03 10:20:20,Intrusion,Long coûter pitié.,Élevée,En cours,Equipe Sécurité
282,2023-06-21 19:28:53,Panne matérielle,Après service ci peuple as.,Élevée,En cours,Equipe Réseau
283,2023-09-01 04:41:24,Intrusion,Courant fatigue chien disposer nom.,Moyenne,Résolu,Equipe Sécurité
284,2024-07-20 23:37:21,Autre,Assurer à sonner vers fer.,Faible,Ouvert,Equipe Sécurité
285,2024-04-23 12:51:31,Panne matérielle,Titre soutenir tromper.,Faible,En cours,Equipe Réseau
286,2023-04-17 08:58:47,Panne matérielle,Chambre satisfaire argent fils haut.,Élevée,En cours,Equipe Support
287,2022-09-18 01:43:29,Intrusion,Rapporter ici bout.,Moyenne,Résolu,Equipe Support
288,2024-04-27 04:16:05,Autre,Demeurer toi dieu recommencer réserver sonner.,Élevée,Ouvert,Equipe Réseau
289,2023-06-16 04:52:35,Autre,Éclater promettre chef comment oiseau.,Élevée,Résolu,Equipe Réseau
290,2023-10-04 06:36:49,Autre,Malgré toile paix.,Faible,En cours,Equipe Réseau
291,2024-02-08 18:50:37,Panne matérielle,Assister règle habitant battre.,Moyenne,Résolu,Equipe Réseau
292,2022-11-04 08:33:20,Défaillance logicielle,Retirer jeune couleur rideau que jardin.,Faible,Résolu,Equipe Réseau
293,2024-04-16 00:37:00,Panne matérielle,Mieux conversation enlever soir monsieur retirer.,Moyenne,Ouvert,Equipe Support
294,2022-12-30 03:58:27,Panne matérielle,Idée désormais douceur.,Élevée,En cours,Equipe Sécurité
295,2024-03-21 07:22:25,Panne matérielle,Trouver dehors branche emporter vide.,Élevée,Résolu,Equipe Réseau
296,2022-10-20 12:02:38,Défaillance logicielle,Éloigner fort palais sein désormais.,Élevée,En cours,Equipe Réseau
297,2024-03-31 13:33:34,Panne matérielle,Asseoir assister prêter.,Moyenne,Résolu,Equipe Support
298,2023-03-12 13:31:00,Intrusion,Exister début pauvre arme prière.,Élevée,En cours,Equipe Réseau
299,2023-10-08 21:36:18,Autre,Même répéter craindre campagne.,Faible,Ouvert,Equipe Sécurité
300,2023-02-02 04:09:15,Défaillance logicielle,Ciel émotion ne art article.,Faible,Ouvert,Equipe Sécurité
301,2024-06-28 04:14:19,Défaillance logicielle,État tel as.,Moyenne,En cours,Equipe Réseau
302,2024-04-18 20:46:45,Défaillance logicielle,Pourtant prononcer plein traîner.,Moyenne,Ouvert,Equipe Sécurité
303,2023-01-03 22:18:06,Défaillance logicielle,Aimer éclat gloire également entretenir.,Faible,Résolu,Equipe Réseau
304,2024-07-03 23:49:47,Défaillance logicielle,Sommet image absence tandis que que saluer.,Moyenne,Ouvert,Equipe Support
305,2024-04-09 02:03:12,Intrusion,Retomber savoir silencieux état ignorer fait.,Moyenne,En cours,Equipe Réseau
306,2024-07-10 05:58:11,Intrusion,Accuser ouvrage même quartier couper tempête.,Moyenne,Résolu,Equipe Support
307,2024-06-20 19:09:49,Défaillance logicielle,Figure rejoindre paysage année.,Élevée,En cours,Equipe Sécurité
308,2024-04-26 08:22:40,Intrusion,Miser simple besoin promettre victime.,Élevée,Résolu,Equipe Sécurité
309,2023-12-03 14:35:22,Panne matérielle,Dresser pauvre poste.,Moyenne,Résolu,Equipe Support
310,2022-11-10 08:09:22,Défaillance logicielle,Le toi prison tantôt.,Élevée,Résolu,Equipe Réseau
311,2023-07-03 03:18:30,Défaillance logicielle,Depuis plaisir fauteuil changement.,Faible,En cours,Equipe Réseau
312,2022-09-08 23:07:48,Autre,Mal arrivée là.,Moyenne,Ouvert,Equipe Support
313,2024-03-23 11:20:39,Panne matérielle,Prendre couper hôtel passé coeur rose.,Moyenne,Résolu,Equipe Sécurité
314,2022-09-12 16:06:34,Intrusion,Recommencer refuser accord emmener demander goutte.,Élevée,Ouvert,Equipe Support
315,2023-08-31 14:31:54,Intrusion,Intérieur tendre manquer montrer.,Faible,Résolu,Equipe Réseau
316,2023-03-17 10:33:05,Autre,Usage volonté épaule te besoin vite.,Élevée,En cours,Equipe Réseau
317,2024-02-22 05:46:33,Panne matérielle,Militaire morceau calmer connaître.,Faible,Ouvert,Equipe Support
318,2023-06-15 10:44:52,Défaillance logicielle,Fin mal espoir réussir crise fenêtre.,Faible,En cours,Equipe Support
319,2023-11-18 17:09:49,Autre,Devoir semaine chaud roman annoncer.,Élevée,Résolu,Equipe Sécurité
320,2023-02-19 11:16:01,Panne matérielle,Terrain le neuf lettre représenter.,Faible,En cours,Equipe Sécurité
321,2022-09-03 22:08:08,Défaillance logicielle,Mêler peau jeunesse aujourd'hui danser profiter.,Élevée,Ouvert,Equipe Réseau
322,2023-02-28 03:00:13,Panne matérielle,Particulier creuser seigneur.,Élevée,Résolu,Equipe Support
323,2022-10-07 06:04:41,Panne matérielle,Plonger table énorme paix mériter croiser.,Moyenne,Ouvert,Equipe Sécurité
324,2023-04-19 08:19:03,Intrusion,Morceau toi important considérer briller.,Élevée,En cours,Equipe Sécurité
325,2024-05-30 21:15:14,Panne matérielle,Maladie vert souffrir main plusieurs.,Élevée,Résolu,Equipe Réseau
326,2023-04-23 08:15:51,Panne matérielle,Chant valeur terrible.,Faible,En cours,Equipe Support
327,2023-10-27 00:32:16,Autre,Milieu étendue membre.,Faible,Ouvert,Equipe Support
328,2024-03-17 10:01:33,Intrusion,Joindre contre début prévoir.,Moyenne,Ouvert,Equipe Sécurité
329,2023-05-30 13:29:43,Intrusion,As davantage venir.,Faible,En cours,Equipe Réseau
330,2022-09-25 20:59:00,Défaillance logicielle,Soldat public six falloir.,Élevée,Ouvert,Equipe Sécurité
331,2024-02-01 03:32:37,Intrusion,Amener vieil glace avance pluie.,Faible,Résolu,Equipe Réseau
332,2024-04-10 21:56:13,Défaillance logicielle,Mer genre politique.,Élevée,Ouvert,Equipe Support
333,2024-06-24 16:18:56,Intrusion,Appartement adresser aile.,Faible,Ouvert,Equipe Support
334,2023-08-17 01:39:19,Panne matérielle,Rassurer reculer âgé tant trait lune.,Moyenne,En cours,Equipe Support
335,2023-09-27 06:13:38,Autre,Fleur retirer curiosité médecin.,Élevée,Ouvert,Equipe Sécurité
336,2023-12-15 18:52:58,Autre,Planche pleurer loin.,Élevée,En cours,Equipe Support
337,2024-06-06 13:40:51,Intrusion,Erreur mort ouvert renverser discuter visite.,Faible,En cours,Equipe Sécurité
338,2023-01-31 14:54:34,Panne matérielle,Combien choisir oh histoire demande bois.,Élevée,Ouvert,Equipe Sécurité
339,2024-05-26 14:49:38,Autre,Éviter chambre politique beauté chat livre.,Faible,Résolu,Equipe Support
340,2023-04-08 01:04:01,Panne matérielle,Caractère soldat baisser geste peu.,Moyenne,Résolu,Equipe Sécurité
341,2023-05-11 18:07:04,Défaillance logicielle,Honte léger pendre.,Moyenne,En cours,Equipe Support
342,2023-04-29 01:42:27,Intrusion,Enfermer ni avant succès glace hauteur.,Moyenne,Ouvert,Equipe Réseau
343,2024-02-09 19:20:52,Défaillance logicielle,Robe trou acheter attitude pénétrer roman.,Élevée,En cours,Equipe Support
344,2023-11-17 21:55:17,Autre,Rire sable brûler.,Élevée,Résolu,Equipe Support
345,2022-11-16 23:22:10,Défaillance logicielle,Voyage vif vieil caractère réclamer sommet.,Faible,Résolu,Equipe Réseau
346,2024-04-15 02:36:43,Autre,Car guerre écraser espace chaud.,Élevée,Ouvert,Equipe Réseau
347,2023-09-27 14:26:53,Autre,Vent possible profond fruit.,Moyenne,Résolu,Equipe Sécurité
348,2024-07-10 23:28:40,Autre,Genou réduire gauche recommencer.,Moyenne,Résolu,Equipe Support
349,2024-03-08 04:50:55,Autre,Sien quel cependant.,Faible,Ouvert,Equipe Sécurité
350,2024-04-17 09:28:10,Intrusion,Glisser famille tenter avant phrase pièce.,Moyenne,Ouvert,Equipe Sécurité
351,2023-12-01 17:22:48,Défaillance logicielle,Forêt attendre environ vêtir centre voisin.,Moyenne,Résolu,Equipe Support
352,2024-04-22 18:21:47,Défaillance logicielle,Science pensée anglais révolution.,Moyenne,En cours,Equipe Support
353,2023-11-15 21:23:14,Panne matérielle,User pluie avant élever.,Moyenne,Résolu,Equipe Réseau
354,2023-05-19 12:10:57,Autre,Renverser français fer prochain danger bientôt.,Moyenne,En cours,Equipe Sécurité
355,2022-10-15 00:58:04,Autre,Problème cause déclarer rocher oeil.,Moyenne,Ouvert,Equipe Réseau
356,2024-04-04 06:48:16,Défaillance logicielle,Douleur mais ville course.,Faible,Ouvert,Equipe Réseau
357,2023-05-30 18:26:28,Défaillance logicielle,Grandir membre famille.,Élevée,En cours,Equipe Sécurité
358,2023-07-16 05:26:33,Intrusion,Naissance fils son songer.,Élevée,En cours,Equipe Sécurité
359,2024-05-14 16:32:14,Intrusion,Lien baisser attacher miser.,Faible,En cours,Equipe Support
360,2023-12-23 18:08:49,Autre,Enfoncer prêter poser étude mentir.,Moyenne,Ouvert,Equipe Support
361,2024-06-14 19:26:41,Défaillance logicielle,Revoir différent rêver.,Élevée,Ouvert,Equipe Réseau
362,2022-08-30 00:14:29,Panne matérielle,Endormir désir plaine un tenir.,Élevée,Ouvert,Equipe Sécurité
363,2022-12-06 00:24:07,Panne matérielle,Mêler école tout.,Faible,En cours,Equipe Sécurité
364,2024-03-12 05:13:09,Défaillance logicielle,Mais durant nécessaire douter.,Moyenne,Résolu,Equipe Sécurité
365,2024-06-10 14:30:40,Intrusion,Gris transformer mentir dernier étude ajouter.,Moyenne,Ouvert,Equipe Réseau
366,2023-02-15 14:18:57,Intrusion,Vers chute possible.,Élevée,En cours,Equipe Sécurité
367,2024-02-28 23:27:59,Intrusion,Condition silence attaquer vieux.,Élevée,En cours,Equipe Support
368,2023-03-26 09:38:09,Défaillance logicielle,Manger établir énorme chanter battre creuser.,Moyenne,En cours,Equipe Réseau
369,2023-12-20 00:21:29,Intrusion,Où bois voisin pousser moindre nombre.,Faible,Résolu,Equipe Support
370,2023-06-29 18:23:01,Défaillance logicielle,Fatigue compter amour course.,Moyenne,Résolu,Equipe Support
371,2023-07-22 19:28:09,Panne matérielle,Avoir résultat semaine répandre pont défendre.,Moyenne,Résolu,Equipe Support
372,2022-08-13 21:25:44,Intrusion,Droit d'autres humain capable tant apprendre.,Faible,Ouvert,Equipe Réseau
373,2023-09-16 11:12:39,Panne matérielle,Leur imposer principe devant composer énorme.,Moyenne,En cours,Equipe Support
374,2024-08-02 14:34:52,Autre,Travailler apprendre preuve souvenir condamner.,Moyenne,Ouvert,Equipe Support
375,2023-01-18 00:00:42,Panne matérielle,Entendre son expérience.,Moyenne,Ouvert,Equipe Sécurité
376,2023-07-26 06:45:50,Autre,Groupe chaque personne.,Faible,Résolu,Equipe Sécurité
377,2023-08-23 03:07:20,Intrusion,Queue fidèle queue.,Moyenne,En cours,Equipe Réseau
378,2023-08-15 21:31:11,Intrusion,Victime triste venir forcer oui soirée.,Moyenne,Ouvert,Equipe Support
379,2024-07-17 15:57:59,Défaillance logicielle,Chaîne doute retirer ensuite inutile.,Faible,Ouvert,Equipe Réseau
380,2024-05-28 23:14:19,Panne matérielle,Affirmer profond pourquoi saluer soutenir sujet.,Moyenne,Ouvert,Equipe Réseau
381,2022-10-20 22:49:36,Intrusion,Long lune se somme.,Élevée,Ouvert,Equipe Réseau
382,2023-09-14 14:14:22,Panne matérielle,Rocher finir premier garder.,Élevée,En cours,Equipe Support
383,2022-09-05 16:37:19,Panne matérielle,Armer lieu ailleurs.,Élevée,Résolu,Equipe Support
384,2023-05-07 18:49:33,Autre,Jaune descendre douter tenter jeter autant.,Élevée,En cours,Equipe Support
385,2023-02-06 15:05:31,Panne matérielle,Chez vin exprimer esprit.,Moyenne,Ouvert,Equipe Réseau
386,2023-07-23 04:53:50,Intrusion,Il ça eaux mal.,Faible,En cours,Equipe Réseau
387,2024-05-13 06:25:34,Défaillance logicielle,Seuil le avenir beau auprès.,Moyenne,Ouvert,Equipe Réseau
388,2024-04-11 05:56:15,Défaillance logicielle,Reposer esprit loi.,Moyenne,En cours,Equipe Support
389,2023-06-09 10:56:07,Défaillance logicielle,Permettre fait salle rassurer troisième.,Élevée,Résolu,Equipe Réseau
390,2022-11-14 08:47:34,Panne matérielle,Pitié fruit cas.,Faible,Résolu,Equipe Réseau
391,2022-11-22 17:05:38,Autre,Ombre avoir afin de vivant suivre.,Élevée,Résolu,Equipe Support
392,2024-04-02 08:19:29,Autre,Bureau leur tour.,Élevée,En cours,Equipe Réseau
393,2023-08-06 00:09:43,Intrusion,Passion moyen tard main.,Élevée,Ouvert,Equipe Réseau
394,2022-08-30 17:37:50,Autre,Rappeler autour absolu.,Faible,En cours,Equipe Sécurité
395,2022-11-06 08:37:20,Panne matérielle,Preuve minute armée moment départ.,Faible,Résolu,Equipe Sécurité
396,2024-07-23 10:20:07,Autre,Groupe tout port guerre apporter.,Moyenne,Résolu,Equipe Réseau
397,2024-03-03 22:28:16,Défaillance logicielle,Chat acheter curiosité autant.,Moyenne,En cours,Equipe Support
398,2024-06-11 00:42:32,Intrusion,Voyager car tendre cent.,Moyenne,Ouvert,Equipe Support
399,2024-04-27 12:23:00,Intrusion,Prier présent pas.,Élevée,En cours,Equipe Support
400,2023-09-24 22:43:31,Panne matérielle,Confondre lentement profondément ordre.,Moyenne,En cours,Equipe Support
401,2023-05-28 07:16:40,Défaillance logicielle,Seulement gagner blond.,Élevée,Ouvert,Equipe Réseau
402,2023-05-27 08:40:37,Autre,Tout déclarer désormais tempête décider.,Moyenne,Ouvert,Equipe Réseau
403,2022-12-18 19:26:36,Autre,Aimer regretter secours drame prochain oeil.,Élevée,Ouvert,Equipe Réseau
404,2023-09-26 12:12:47,Panne matérielle,Arrivée véritable oeuvre fusil dehors.,Élevée,Résolu,Equipe Réseau
405,2022-08-08 10:22:59,Intrusion,Vieillard empire compter juge tenter.,Faible,Ouvert,Equipe Réseau
406,2024-05-08 06:37:12,Panne matérielle,An clair savoir menacer pluie.,Faible,Ouvert,Equipe Sécurité
407,2023-11-11 07:21:40,Intrusion,Casser auteur supérieur réussir.,Moyenne,Ouvert,Equipe Sécurité
408,2024-06-27 22:12:56,Défaillance logicielle,Siège siècle autour posséder drame.,Élevée,En cours,Equipe Réseau
409,2023-09-13 08:26:29,Autre,Lisser tôt geste plaisir façon exemple.,Faible,Résolu,Equipe Sécurité
410,2023-01-19 07:17:39,Autre,Prononcer nécessaire intention dangereux retour.,Faible,Ouvert,Equipe Réseau
411,2023-01-21 02:39:54,Intrusion,Désigner voler dormir matin désir.,Faible,Résolu,Equipe Support
412,2024-02-10 05:09:23,Défaillance logicielle,Lieu mois plusieurs désespoir.,Faible,En cours,Equipe Sécurité
413,2023-03-17 05:05:24,Autre,Produire que avancer réclamer.,Faible,En cours,Equipe Sécurité
414,2022-08-15 03:55:52,Autre,Éloigner ramasser dormir.,Élevée,Ouvert,Equipe Réseau
415,2023-03-28 00:39:15,Autre,Poser devoir tard.,Élevée,Ouvert,Equipe Support
416,2022-09-23 10:09:43,Intrusion,Rayon vous en réserver vie remercier.,Élevée,En cours,Equipe Support
417,2022-10-04 08:52:47,Défaillance logicielle,Forcer porte aussitôt plusieurs homme.,Moyenne,En cours,Equipe Réseau
418,2023-01-14 17:47:08,Intrusion,Surprendre pousser comprendre.,Faible,En cours,Equipe Support
419,2022-11-23 02:14:10,Panne matérielle,Devoir joie classe.,Faible,Résolu,Equipe Réseau
420,2023-04-26 13:36:14,Panne matérielle,Pays service aider françois réunir monter.,Faible,Résolu,Equipe Réseau
421,2023-08-14 20:50:39,Autre,Vieillard or ensemble papa.,Élevée,Résolu,Equipe Support
422,2024-01-28 01:30:03,Défaillance logicielle,Essuyer conseil présent siège.,Moyenne,Ouvert,Equipe Réseau
423,2024-07-05 05:48:09,Défaillance logicielle,Prétendre paraître falloir.,Élevée,Ouvert,Equipe Support
424,2024-06-02 18:19:28,Défaillance logicielle,Lequel un jusque chaise.,Élevée,Ouvert,Equipe Support
425,2022-11-19 07:49:13,Défaillance logicielle,Assurer répondre conversation enfin.,Élevée,Résolu,Equipe Support
426,2023-06-08 21:23:14,Défaillance logicielle,Indiquer cuisine toucher y faim chaîne.,Moyenne,Ouvert,Equipe Réseau
427,2023-04-07 20:13:15,Autre,Valeur liberté reculer rue madame parler.,Faible,Ouvert,Equipe Support
428,2023-09-21 03:33:49,Panne matérielle,Franc l'un prétendre nouveau folie pièce.,Élevée,En cours,Equipe Support
429,2024-07-07 16:16:04,Panne matérielle,Souffrir honte chat vert.,Faible,Résolu,Equipe Support
